datetime,open,high,low,close,chain_detected_5s,chain_detected_10s,chain_detected_30s,chain_detected_1m,chain_detected_2m,chain_detected_5m,chain_detected_10m
2025-04-03 16:39:20,205.41,205.41,205.34,205.3599,0.0,0.0,,,,,
2025-04-03 16:39:25,205.33,205.38,205.31,205.365,0.0,,,,,,
2025-04-03 16:39:30,205.38,205.45,205.38,205.43,0.0,0.0,-1.0,,,,
2025-04-03 16:39:35,205.43,205.43,205.38,205.4,0.0,,,,,,
2025-04-03 16:39:40,205.4,205.4,205.3746,205.3746,0.0,0.0,,,,,
2025-04-03 16:39:45,205.385,205.385,205.31,205.34,0.0,,,,,,
2025-04-03 16:39:50,205.3201,205.48,205.3201,205.47,0.0,0.0,,,,,
2025-04-03 16:39:55,205.47,205.47,205.41,205.4201,0.0,,,,,,
2025-04-03 16:40:00,205.44,205.47,205.42,205.46,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
2025-04-03 16:40:05,205.47,205.47,205.45,205.46,0.0,,,,,,
2025-04-03 16:40:10,205.46,205.46,205.39,205.4499,0.0,0.0,,,,,
2025-04-03 16:40:15,205.42,205.42,205.39,205.4085,0.0,,,,,,
2025-04-03 16:40:20,205.41,205.51,205.41,205.4201,0.0,0.0,,,,,
2025-04-03 16:40:25,205.42,205.445,205.405,205.44,0.0,,,,,,
2025-04-03 16:40:30,205.425,205.46,205.41,205.45,0.0,0.0,-1.0,,,,
2025-04-03 16:40:35,205.4699,205.47,205.35,205.35,0.0,,,,,,
2025-04-03 16:40:40,205.37,205.39,205.345,205.375,0.0,0.0,,,,,
2025-04-03 16:40:45,205.39,205.415,205.38,205.415,0.0,,,,,,
2025-04-03 16:40:50,205.4225,205.43,205.35,205.35,0.0,0.0,,,,,
2025-04-03 16:40:55,205.36,205.36,205.315,205.315,0.0,,,,,,
2025-04-03 16:41:00,205.325,205.3797,205.25,205.26,0.0,0.0,-1.0,-1.0,,,
2025-04-03 16:41:05,205.27,205.39,205.27,205.39,0.0,,,,,,
2025-04-03 16:41:10,205.39,205.455,205.38,205.4399,0.0,0.0,,,,,
2025-04-03 16:41:15,205.43,205.46,205.41,205.4146,0.0,,,,,,
2025-04-03 16:41:20,205.42,205.46,205.4103,205.455,0.0,0.0,,,,,
